"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT666845","hsa","hsa","hsa-miR-654-5p","PPTC7","0","0","0","0","1","0","0","1","2","3"
"MIRT451094","hsa","hsa","hsa-miR-654-5p","ZNF584","0","0","0","0","1","0","0","1","2","3"
"MIRT520695","hsa","hsa","hsa-miR-654-5p","TMED4","0","0","0","0","1","0","0","1","2","3"
"MIRT469196","hsa","hsa","hsa-miR-654-5p","RICTOR","0","0","0","0","1","0","0","1","2","3"
"MIRT474232","hsa","hsa","hsa-miR-654-5p","LCLAT1","0","0","0","0","1","0","0","1","2","3"
"MIRT689685","hsa","hsa","hsa-miR-654-5p","TMPRSS12","0","0","0","0","1","0","0","1","2","3"
"MIRT455943","hsa","hsa","hsa-miR-654-5p","CYP4A22","0","0","0","0","1","0","0","1","2","3"
"MIRT695457","hsa","hsa","hsa-miR-654-5p","COX18","0","0","0","0","1","0","0","1","2","3"
"MIRT457756","hsa","hsa","hsa-miR-654-5p","ZC3H12B","0","0","0","0","1","0","0","1","2","5"
"MIRT639133","hsa","hsa","hsa-miR-654-5p","ZNF726","0","0","0","0","1","0","0","1","2","3"
"MIRT629541","hsa","hsa","hsa-miR-654-5p","TMEM239","0","0","0","0","1","0","0","1","2","3"
