"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT719861","hsa","hsa","hsa-miR-4301","KLF2","0","0","0","0","1","0","0","1","2","3"
"MIRT512535","hsa","hsa","hsa-miR-4301","SEMA4D","0","0","0","0","1","0","0","1","2","3"
"MIRT722020","hsa","hsa","hsa-miR-4301","NEBL","0","0","0","0","1","0","0","1","2","3"
"MIRT650776","hsa","hsa","hsa-miR-4301","POP4","0","0","0","0","1","0","0","1","2","3"
"MIRT274717","hsa","hsa","hsa-miR-4301","CPSF6","0","0","0","0","1","0","0","1","2","3"
"MIRT657209","hsa","hsa","hsa-miR-4301","IKZF2","0","0","0","0","1","0","0","1","2","3"
"MIRT649193","hsa","hsa","hsa-miR-4301","DNPEP","0","0","0","0","1","0","0","1","2","3"
"MIRT521465","hsa","hsa","hsa-miR-4301","RABGAP1","0","0","0","0","1","0","0","1","2","7"
"MIRT090911","hsa","hsa","hsa-miR-4301","ARHGEF26","0","0","0","0","1","0","0","1","2","3"
"MIRT642710","hsa","hsa","hsa-miR-4301","FGFR1OP2","0","0","0","0","1","0","0","1","2","3"
"MIRT710031","hsa","hsa","hsa-miR-4301","POLL","0","0","0","0","1","0","0","1","2","3"
"MIRT527578","hsa","hsa","hsa-miR-4301","BRD7","0","0","0","0","1","0","0","1","2","5"
"MIRT529701","hsa","hsa","hsa-miR-4301","MRPL30","0","0","0","0","1","0","0","1","2","3"
"MIRT718082","hsa","hsa","hsa-miR-4301","CLIC5","0","0","0","0","1","0","0","1","2","3"
"MIRT659448","hsa","hsa","hsa-miR-4301","CNNM2","0","0","0","0","1","0","0","1","2","3"
"MIRT717378","hsa","hsa","hsa-miR-4301","RBM41","0","0","0","0","1","0","0","1","2","3"
"MIRT723939","hsa","hsa","hsa-miR-4301","SVOP","0","0","0","0","1","0","0","1","2","3"
"MIRT643611","hsa","hsa","hsa-miR-4301","KANSL3","0","0","0","0","1","0","0","1","2","3"
"MIRT528999","hsa","hsa","hsa-miR-4301","IPO9","0","0","0","0","1","0","0","1","2","3"
"MIRT719152","hsa","hsa","hsa-miR-4301","DPYSL5","0","0","0","0","1","0","0","1","2","3"
"MIRT698498","hsa","hsa","hsa-miR-4301","THOC2","0","0","0","0","1","0","0","1","2","3"
"MIRT535917","hsa","hsa","hsa-miR-4301","MKL2","0","0","0","0","1","0","0","1","2","3"
"MIRT386722","hsa","hsa","hsa-miR-4301","NUFIP2","0","0","0","0","1","0","0","1","2","3"
"MIRT535308","hsa","hsa","hsa-miR-4301","PHF12","0","0","0","0","1","0","0","1","2","3"
"MIRT498105","hsa","hsa","hsa-miR-4301","RMND5A","0","0","0","0","1","0","0","1","2","3"
"MIRT622272","hsa","hsa","hsa-miR-4301","SH3TC2","0","0","0","0","1","0","0","1","2","3"
"MIRT571045","hsa","hsa","hsa-miR-4301","YRDC","0","0","0","0","1","0","0","1","2","3"
"MIRT651345","hsa","hsa","hsa-miR-4301","ZC2HC1C","0","0","0","0","1","0","0","1","2","3"
"MIRT495667","hsa","hsa","hsa-miR-4301","TUBAL3","0","0","0","0","1","0","0","1","2","3"
"MIRT562068","hsa","hsa","hsa-miR-4301","KLHL15","0","0","0","0","1","0","0","1","2","3"
"MIRT719528","hsa","hsa","hsa-miR-4301","SRCIN1","0","0","0","0","1","0","0","1","2","3"
"MIRT677711","hsa","hsa","hsa-miR-4301","ELOF1","0","0","0","0","1","0","0","1","2","5"
"MIRT544892","hsa","hsa","hsa-miR-4301","OSBPL1A","0","0","0","0","1","0","0","1","2","3"
"MIRT483959","hsa","hsa","hsa-miR-4301","ZNF354B","0","0","0","0","1","0","0","1","2","7"
"MIRT723664","hsa","hsa","hsa-miR-4301","RPTN","0","0","0","0","1","0","0","1","2","3"
"MIRT716892","hsa","hsa","hsa-miR-4301","AGPAT6","0","0","0","0","1","0","0","1","2","3"
"MIRT526236","hsa","hsa","hsa-miR-4301","C2orf15","0","0","0","0","1","0","0","1","2","3"
"MIRT497702","hsa","hsa","hsa-miR-4301","ARL6IP6","0","0","0","0","1","0","0","1","2","3"
"MIRT645470","hsa","hsa","hsa-miR-4301","SPIN3","0","0","0","0","1","0","0","1","2","3"
"MIRT718721","hsa","hsa","hsa-miR-4301","ANKRD18A","0","0","0","0","1","0","0","1","2","3"
"MIRT637243","hsa","hsa","hsa-miR-4301","FAM26E","0","0","0","0","1","0","0","1","2","3"
"MIRT533797","hsa","hsa","hsa-miR-4301","TMEM119","0","0","0","0","1","0","0","1","2","7"
"MIRT708737","hsa","hsa","hsa-miR-4301","FAM71F2","0","0","0","0","1","0","0","1","2","3"
"MIRT529781","hsa","hsa","hsa-miR-4301","C17orf82","0","0","0","0","1","0","0","1","2","3"
"MIRT652237","hsa","hsa","hsa-miR-4301","TRAPPC3L","0","0","0","0","1","0","0","1","2","3"
